__CardsToDelete,"CreditCard_Key INT NOT NULL "
AccumConfig,"ACCUM_CONFIG_KEY INT NOT NULL ,SHORT_DESCR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LONG_DESCR VARCHAR(8000) NULL COLLATE ""en-ci"",TASK_ACTION_RESULT_KEYS VARCHAR(8000) NULL COLLATE ""en-ci"",AGENT_ACTION_KEYS VARCHAR(8000) NULL COLLATE ""en-ci"",RESULT1_KEYS VARCHAR(8000) NULL COLLATE ""en-ci"",RESULT2_KEYS VARCHAR(8000) NULL COLLATE ""en-ci"",ACCUM_COST NUMBER(10,4) NOT NULL ,SHOW_IN_RI BOOLEAN NOT NULL ,EXCLUDE_RESULTS VARCHAR(8000) NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
AccumConfigHistory,"ACCUM_CONFIG_KEY INT NOT NULL ,SHORT_DESCR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LONG_DESCR VARCHAR(8000) NULL COLLATE ""en-ci"",TASK_ACTION_RESULT_KEYS VARCHAR(8000) NULL COLLATE ""en-ci"",AGENT_ACTION_KEYS VARCHAR(8000) NULL COLLATE ""en-ci"",RESULT1_KEYS VARCHAR(8000) NULL COLLATE ""en-ci"",RESULT2_KEYS VARCHAR(8000) NULL COLLATE ""en-ci"",ACCUM_COST NUMBER(10,4) NOT NULL ,SHOW_IN_RI BOOLEAN NOT NULL ,EXCLUDE_RESULTS VARCHAR(8000) NULL COLLATE ""en-ci"",SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
ACH_History,"ACH_HISTORY_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,LOAN_KEY INT NULL ,ACH_AMOUNT NUMBER(19,4) NULL ,ACH_ATTEMPT SMALLINT NOT NULL ,PROJ_SEND_DATE TIMESTAMP_LTZ NOT NULL ,MANUAL_SEND_DATE TIMESTAMP_LTZ NULL ,MANUAL_TELLER CHAR(8000) NULL COLLATE ""en-ci"",ACH_SENT_KEY INT NOT NULL ,ACH_RECV_KEY INT NULL ,ACH_RESULT_CODE CHAR(8000) NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL ,BANK_ROUTING_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",BANK_ACCOUNT_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",jobid INT NOT NULL ,SEND_LOAN_PAYMENT_KEY INT NULL ,RECV_LOAN_PAYMENT_KEY INT NULL ,IS_AD_ASTRA BOOLEAN NOT NULL ,IS_ACH_PAID BOOLEAN NOT NULL ,REFUND_LOAN_PAYMENT_KEY INT NULL ,ACH_REASON_CODE smallint NULL ,STATEMENT_ID VARCHAR(8000) NULL COLLATE ""en-ci"",PRINC_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,FEES_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,INTEREST_DUE_CAP NUMBER(10,4) NOT NULL ,CAB_INTEREST_DUE_CAP NUMBER(10,4) NOT NULL ,SCHED_PAYMENT BOOLEAN NOT NULL ,IS_CREDIT BOOLEAN NOT NULL ,LOAN_FEE_DUE_CAP NUMBER(10,4) NOT NULL ,IS_RCC_PAYMENT BOOLEAN NULL ,INSURANCE_DUE_CAP NUMBER(10,4) NOT NULL ,CREDIT_START_DATE DATE NULL ,QUEUE_LOAN_PAYMENT_KEY INT NULL "
ACH_Recv,"ACH_RECV_KEY INT NOT NULL ,FILE_NAME_RECV VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_RECV datetime NOT NULL ,PAID_COUNT INT NOT NULL ,PAID_TOTAL NUMBER(19,4) NOT NULL ,UNPAID_COUNT INT NOT NULL ,UNPAID_TOTAL NUMBER(19,4) NOT NULL ,BTIME TIMESTAMP_LTZ NULL "
ach_recv_fix,"loan_key INT NULL "
ACH_ReturnCode,"ACH_RETCODE_KEY INT NOT NULL ,ACH_RETCODE CHAR(8000) NOT NULL COLLATE ""en-ci"",RETCODE_SHORT VARCHAR(8000) NULL COLLATE ""en-ci"",RETCODE_LONG VARCHAR(8000) NULL COLLATE ""en-ci"",RIS_Type_Id INT NOT NULL ,CHARGE_NSF_FEE BOOLEAN NOT NULL ,INCREMENT_NSF_COUNT BOOLEAN NOT NULL ,RESET_NSF_COUNT BOOLEAN NOT NULL ,SET_ACH_BLOCK BOOLEAN NOT NULL ,SET_SYSTEM_BLOCK BOOLEAN NOT NULL ,BANK_STATUS_KEY INT NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
ACH_ReturnCodeHistory,"ACH_RETCODE_KEY INT NOT NULL ,ACH_RETCODE CHAR(8000) NOT NULL COLLATE ""en-ci"",RETCODE_SHORT VARCHAR(8000) NULL COLLATE ""en-ci"",RETCODE_LONG VARCHAR(8000) NULL COLLATE ""en-ci"",RIS_Type_Id INT NOT NULL ,CHARGE_NSF_FEE BOOLEAN NOT NULL ,INCREMENT_NSF_COUNT BOOLEAN NOT NULL ,RESET_NSF_COUNT BOOLEAN NOT NULL ,SET_ACH_BLOCK BOOLEAN NOT NULL ,SET_SYSTEM_BLOCK BOOLEAN NOT NULL ,BANK_STATUS_KEY INT NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
ACH_Sent,"ACH_SENT_KEY INT NOT NULL ,LOCATION smallint NULL ,FILE_NAME_SENT VARCHAR(8000) NOT NULL COLLATE ""en-ci"",FILE_NAME_UPDATED VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ITEM_COUNT INT NOT NULL ,ITEM_TOTAL NUMBER(19,4) NOT NULL ,DATE_SENT datetime NOT NULL ,EXPECTED_RESULTS TIMESTAMP_LTZ NOT NULL ,ACH_RECV_KEY INT NULL ,SCHEDULED_PAYMENTS BOOLEAN NOT NULL ,IS_AD_ASTRA BOOLEAN NULL ,FILE_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"",IS_DAY_AFTER_DUE_SENT BOOLEAN NULL ,ACH_SENT_PARENT_KEY INT NULL ,TRANSACTION_PROCESSOR_KEY INT NULL "
ACHGroup,"ACH_GROUP_KEY INT NOT NULL ,BM_DR_ACH_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BM_CR_ACH_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BM_COLL_DR_ACH_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IL_DR_ACH_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IL_CR_ACH_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IL_COLL_DR_ACH_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
ACHInterestCreditOverride,"ACH_INTEREST_CREDIT_OVERRIDE_KEY INT NOT NULL ,LOAN_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",CREDIT_START_DATE DATE NOT NULL ,SCHEDULED_PAYMENT_NUMBER INT NOT NULL ,PAID_AMT NUMBER(10,4) NOT NULL ,PRINC_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,FEES_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,INTEREST_DUE_CAP NUMBER(10,4) NOT NULL ,CAB_INTEREST_DUE_CAP NUMBER(10,4) NOT NULL ,LOAN_FEE_DUE_CAP NUMBER(10,4) NOT NULL ,INSURANCE_DUE_CAP NUMBER(10,4) NOT NULL "
ACHLoanPaymentRefund,"ACH_LOAN_PAYMENT_REFUND_KEY INT NOT NULL ,ACH_QUEUE_KEY INT NULL ,ACH_PROCESSING_QUEUE_KEY INT NULL ,LOAN_PAYMENT_KEY INT NOT NULL ,ACH_LOAN_PAYMENT_REFUND_STATUS_KEY INT NOT NULL ,REQUEST_NOTE VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
ACHLoanPaymentRefundStatus,"ACH_LOAN_PAYMENT_REFUND_STATUS_KEY INT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
ACHOpenEndLoanStreamInterestCredit,"ACH_OPEN_END_LOAN_STREAM_INTEREST_CREDIT_KEY INT NOT NULL ,ACH_HISTORY_KEY INT NOT NULL ,OPEN_END_LOAN_STREAM_KEY INT NOT NULL ,PRINC_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,FEES_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL "
ACHPending,"ACH_PENDING_KEY INT NOT NULL ,DATE_ENTERED datetime NOT NULL ,CUSTOMER_KEY INT NOT NULL ,LOCATION INT NOT NULL ,RISREPT_KEY INT NOT NULL ,RI_BALANCE NUMBER(19,4) NOT NULL ,ACH_AMOUNT NUMBER(19,4) NOT NULL ,LOAN_KEY INT NULL ,CASHED_CHECK_KEY INT NULL ,PTP_DETAIL_KEY INT NULL ,PROJ_SEND_DATE TIMESTAMP_LTZ NOT NULL ,PROCESS_CONFIG_INSTANCE_KEY INT NULL ,IS_MARKED_ACH_BLOCK BOOLEAN NOT NULL ,IS_MARKED_STOP_PAYMENT BOOLEAN NOT NULL ,IS_DIRECT_DEPOSIT BOOLEAN NOT NULL ,IS_PAY_INFO_COMPLETE BOOLEAN NOT NULL ,RI_AGE INT NULL ,AUDIT_CODE VARCHAR(8000) NULL COLLATE ""en-ci"",BANK_ROUTING_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",BANK_ACCOUNT_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",IS_MANUAL_ACH BOOLEAN NOT NULL ,HAS_CC BOOLEAN NOT NULL ,IS_AD_ASTRA BOOLEAN NOT NULL ,CALC_PAY_DATE DATE NULL ,STATEMENT_ID VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BP_STEP_DATA_KEY INT NOT NULL ,IS_RETRY_PAYMENT BOOLEAN NULL ,PRESENTMENT_REQUEST_KEY INT NOT NULL ,TRANSACTION_PROCESSOR_KEY INT NOT NULL "
ACHProcessingQueue,"ACH_PROCESSING_QUEUE_KEY INT NOT NULL ,LOCATION INT NOT NULL ,LOAN_KEY INT NOT NULL ,ACH_AMOUNT NUMBER(19,4) NOT NULL ,DUE_DATE DATE NOT NULL ,ACH_ATTEMPT SMALLINT NOT NULL ,MANUAL_SEND_DATE TIMESTAMP_LTZ NULL ,MANUAL_TELLER CHAR(8000) NULL COLLATE ""en-ci"",BANK_ROUTING_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BANK_ACCOUNT_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_SCHEDULED_PAYMENT BOOLEAN NOT NULL ,IS_AD_ASTRA BOOLEAN NOT NULL ,IS_ACH_PAID BOOLEAN NOT NULL ,JOB_ID INT NULL ,ACH_REASON_CODE smallint NULL ,STATEMENT_ID VARCHAR(8000) NULL COLLATE ""en-ci"",PRINC_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,FEES_AMT_FOR_INTEREST_CREDIT NUMBER(10,4) NOT NULL ,INTEREST_DUE_CAP NUMBER(10,4) NOT NULL ,CAB_INTEREST_DUE_CAP NUMBER(10,4) NOT NULL ,GRAD_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",ACH_PROCESSING_TYPE_KEY INT NOT NULL ,ACH_SENT_PARENT_KEY INT NULL ,RUN_MASTER_KEY INT NOT NULL ,SCHED_ROLLOVER_KEY INT NULL ,LOAN_FEE_DUE_CAP NUMBER(10,4) NOT NULL ,IS_RETRY_PAYMENT BOOLEAN NULL ,IS_RCC_PAYMENT BOOLEAN NULL ,INSURANCE_DUE_CAP NUMBER(10,4) NOT NULL ,PRESENTMENT_REQUEST_KEY INT NULL ,CREDIT_START_DATE DATE NULL ,QUEUE_LOAN_PAYMENT_KEY INT NULL ,IS_DAY_AFTER_DUE_PAYMENT BOOLEAN NOT NULL ,TRANSACTION_PROCESSOR_KEY INT NOT NULL "
ACHProcessingType,"ACH_PROCESSING_TYPE_KEY INT NOT NULL ,ACH_PROCESSING_TYPE_DESC VARCHAR(8000) NOT NULL COLLATE ""en-ci"",FILE_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"""
ACHQueue,"ACH_QUEUE_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,DATE_TO_SEND DATE NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",LOAN_KEY INT NOT NULL ,AMOUNT NUMBER(19,4) NOT NULL ,BANK_ROUTING_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BANK_ACCOUNT_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ACH_REASON_CODE smallint NOT NULL ,IS_CREDIT BOOLEAN NOT NULL ,LOAN_BALANCE NUMBER(10,4) NOT NULL ,LOAN_PAYMENT_KEY INT NULL ,LOCATION smallint NULL "
ACHReason,"CODE smallint NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",TYPE VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AchRecvItem,"ACH_RECV_ITEM_KEY INT NOT NULL ,LOAN_KEY INT NOT NULL ,ACH_HISTORY_KEY INT NOT NULL ,LOAN_PAYMENT_KEY INT NOT NULL ,ACH_RECV_KEY INT NULL ,ACH_RETURN_CODE_KEY INT NOT NULL "
ACHRequest,"ACH_REQUEST_KEY INT NOT NULL ,RISREPT_KEY INT NOT NULL ,SEND_DATE DATE NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",PRESENTMENT_REQUEST_KEY INT NOT NULL "
ACHSentParent,"ACH_SENT_PARENT_KEY INT NOT NULL ,ACH_FILE_NAME_SENT VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ACH_FILE_NAME_ACK VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ACH_FILE_REC_CNT INT NOT NULL ,ACH_FILE_TOTAL_AMT NUMBER(19,4) NOT NULL ,ACH_SENT_DATE datetime NOT NULL ,FILE_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"",SCHEDULED_PAYMENTS BOOLEAN NOT NULL ,IS_AD_ASTRA BOOLEAN NULL ,IS_DAY_AFTER_DUE_SENT BOOLEAN NULL ,EXPECTED_RESULTS datetime NULL "
AchUseLegacyScheduledAchCollectionsAmtLogic,"ACH_HISTORY_KEY INT NOT NULL "
AdAstraWebInventory,"RISREPT_KEY INT NOT NULL ,REFERENCE VARCHAR(8000) NULL COLLATE ""en-ci"",SSN CHAR(8000) NULL COLLATE ""en-ci"",DOB DATE NULL ,FIRSTNAME VARCHAR(8000) NULL COLLATE ""en-ci"",LASTNAME VARCHAR(8000) NULL COLLATE ""en-ci"",RI_BALANCE NUMBER(10,4) NOT NULL ,IS_ELIGIBLE BOOLEAN NOT NULL ,RIS_AUDIT_ID INT NULL "
AddressFormat,"AddressFormatKey CHAR(8000) NOT NULL COLLATE ""en-ci"",Name VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AddressRemovedReason,"ADDRESS_REMOVED_REASON_KEY SMALLINT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AddressStatus,"ADDRESS_STATUS_KEY SMALLINT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AddressSuffix,"ADDRESS_SUFFIX_KEY INT NOT NULL ,CODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL ,DISPLAY_ORDER INT NOT NULL "
AddressSuite,"ADDRESS_SUITE_KEY INT NOT NULL ,CODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL "
AddressType,"ADDRESS_TYPE_KEY SMALLINT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AdjustmentAmountType,"ADJUSTMENT_AMOUNT_TYPE_KEY SMALLINT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AgentAction,"AGENT_ACTION_KEY INT NOT NULL ,LONG_DESCR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SHORT_DESCR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",COLLECTOR_ONLY BOOLEAN NOT NULL ,LEGAL_ONLY BOOLEAN NOT NULL ,SECURITY CHAR(8000) NOT NULL COLLATE ""en-ci"",PHONE_TYPE_CODE SMALLINT NULL ,ADDRESS_TYPE_CODE SMALLINT NULL ,USE_ON_ADASTRA_RI BOOLEAN NOT NULL "
AgentResult,"AGENT_RESULT_KEY INT NOT NULL ,LONG_DESCR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SHORT_DESCR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",RESULT_LEVEL SMALLINT NOT NULL ,SCREEN_POP SMALLINT NOT NULL "
AMLAdditionalParty,"AML_ADDITIONAL_PARTY_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NULL COLLATE ""en-ci"",ENTITY_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",FIRST_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",MID_INITIAL CHAR(8000) NULL COLLATE ""en-ci"",LAST_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",PHONE_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",DOB DATE NULL ,AML_OCCUPATION_KEY INT NULL ,ADDRESS_FORMAT CHAR(8000) NULL COLLATE ""en-ci"",ADDR_NUM VARCHAR(8000) NULL COLLATE ""en-ci"",ADDR_PRE_DIR VARCHAR(8000) NULL COLLATE ""en-ci"",ADDR_STREET VARCHAR(8000) NULL COLLATE ""en-ci"",ADDR_SUFFIX VARCHAR(8000) NULL COLLATE ""en-ci"",ADDR_POST_DIR VARCHAR(8000) NULL COLLATE ""en-ci"",ADDR_SUITE VARCHAR(8000) NULL COLLATE ""en-ci"",ADDR_SUITE_NUM VARCHAR(8000) NULL COLLATE ""en-ci"",CITY VARCHAR(8000) NULL COLLATE ""en-ci"",STATE CHAR(8000) NULL COLLATE ""en-ci"",ZIPCODE VARCHAR(8000) NULL COLLATE ""en-ci"",COUNTY VARCHAR(8000) NULL COLLATE ""en-ci"",COUNTRY CHAR(8000) NULL COLLATE ""en-ci"",FLAT_NUM VARCHAR(8000) NULL COLLATE ""en-ci"",BUILDING_NUM VARCHAR(8000) NULL COLLATE ""en-ci"",BUILDING_NAME VARCHAR(8000) NULL COLLATE ""en-ci"",ID_TYPE CHAR(8000) NULL COLLATE ""en-ci"",ID_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",ID_STATE CHAR(8000) NULL COLLATE ""en-ci"",COUNTRY_KEY INT NULL ,TAX_ID VARCHAR(8000) NULL COLLATE ""en-ci"",PURPOSE VARCHAR(8000) NULL COLLATE ""en-ci"",RELATIONSHIP VARCHAR(8000) NULL COLLATE ""en-ci"",IS_ENTITY BOOLEAN NOT NULL ,IS_REGISTERED_CHARITY BOOLEAN NOT NULL ,INCORPORATION_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",INCORPORATION_PLACE VARCHAR(8000) NULL COLLATE ""en-ci"",BUSINESS_TYPE VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_CSZ VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE_1 VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE_2 VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE_3 VARCHAR(8000) NULL COLLATE ""en-ci"""
AMLFileLog,"AML_LOG_ID INT NOT NULL ,SEQUENCE_NUMBER INT NOT NULL ,STREAM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",STEP VARCHAR(8000) NOT NULL COLLATE ""en-ci"",FILE_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",NUMBER_OF_RECORDS INT NULL ,DATE_ENTERED datetime NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"""
AMLForeignAddress,"AML_FOREIGN_ADDRESS_KEY INT NOT NULL ,CUSTOMER_KEY INT NULL ,ADDRESS1 VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDRESS2 VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDRESS3 VARCHAR(8000) NOT NULL COLLATE ""en-ci"",COUNTRY_KEY INT NOT NULL ,PHONE_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"""
AMLOccupation,"AML_OCCUPATION_KEY INT NOT NULL ,VISITOR_KEY INT NULL ,TRANS_DETAIL_KEY INT NULL ,OCCUPATION VARCHAR(8000) NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NULL COLLATE ""en-ci"",OCCUPATION_REASON INT NOT NULL "
AMLOccupationReason,"AMLOccupationReasonKey INT NOT NULL ,Name VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Description VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AMLThresholdRule,"AML_THRESHOLD_RULE_KEY INT NOT NULL ,DESCRIPTION VARCHAR(8000) NULL COLLATE ""en-ci"",IS_ENABLED BOOLEAN NOT NULL ,MIN_DOLLAR_AMT NUMBER(10,4) NOT NULL ,MAX_DOLLAR_AMT NUMBER(10,4) NOT NULL ,THRESHOLD_TYPE INT NOT NULL ,IS_AGGREGATED BOOLEAN NOT NULL ,INCLUDE_FEES BOOLEAN NOT NULL ,REQ_AML_PRIMARY BOOLEAN NOT NULL ,REQ_AML_SECONDARY BOOLEAN NOT NULL ,REQ_AML_CTR BOOLEAN NOT NULL ,EXPIRED_ACCEPTED BOOLEAN NOT NULL ,INQUIRE_OCCUPATION BOOLEAN NOT NULL ,PROMPT_OTHER_PARTY BOOLEAN NOT NULL ,PROMPT_PURPOSE BOOLEAN NOT NULL ,REQUIRE_CUSTOMER BOOLEAN NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_UPDATED TIMESTAMP_LTZ NULL ,UPDATED_BY CHAR(8000) NULL COLLATE ""en-ci"",PROMPT_OCCUPATION_EVERYDAY BOOLEAN NOT NULL ,PROMPT_OCCUPATION_EVERYTRANS BOOLEAN NOT NULL "
AMLThresholdRuleTransXref,"AML_THRESHOLD_RULE_TRANS_XREF_KEY INT NOT NULL ,AML_THRESHOLD_RULE_KEY INT NOT NULL ,FCRM_AML_TRANS_CODE_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"""
AMLThresholdType,"AMLThresholdTypeKey INT NOT NULL ,Name VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Description VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
ApiApplication,"API_APPLICATION_KEY INT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",TOKEN VARCHAR(36) NOT NULL ,SECRET VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL "
ApplyDueType,"APPLY_DUE_TYPE_KEY SMALLINT NOT NULL ,ENUM_CODE CHAR(8000) NOT NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
ApplyPaymentOrder,"APPLY_PAYMENT_ORDER_KEY SMALLINT NOT NULL ,ENUM_CODE CHAR(8000) NOT NULL COLLATE ""en-ci"",NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AreaCode,"AREA_CODE INT NOT NULL ,STATE CHAR(8000) NOT NULL COLLATE ""en-ci"""
AspectAddOnMetricId,"ASPECT_ADD_ON_METRIC_ID_KEY INT NOT NULL ,ADD_ON_METRIC_ID INT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",EXPORT_FORMAT VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AspectAddOnMetricIdDimensionIdXref,"ASPECT_ADD_ON_METRIC_ID_DIMENSION_ID_XREF_KEY INT NOT NULL ,ASPECT_EXPORT_JOB_ADD_ON_METRIC_ID_KEY INT NOT NULL ,ASPECT_DIMENSION_ID_KEY INT NOT NULL ,FIELDNAME_FOR_DIMENSION_ID_VALUE VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AspectDimensionId,"ASPECT_DIMENSION_ID_KEY INT NOT NULL ,DIMENSION_ID INT NOT NULL ,NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",EXPORT_FORMAT VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
AspectExportJob,"ASPECT_EXPORT_JOB_KEY INT NOT NULL ,JOB_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL "
AspectExportJobAddOnMetricIdXref,"ASPECT_EXPORT_JOB_ADD_ON_METRIC_ID_KEY INT NOT NULL ,ASPECT_EXPORT_JOB_KEY INT NOT NULL ,ASPECT_ADD_ON_METRIC_ID_KEY INT NOT NULL ,SOURCE_SPROC VARCHAR(8000) NOT NULL COLLATE ""en-ci"",FIELDNAME_FOR_METRIC_ID_VALUE VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
